procs -----------memory---------- ---swap-- -----io---- -system-- ------cpu-----
 r  b 交换 空闲 缓冲 缓存   si   so    bi    bo   in   cs us sy id wa st
 4  0  21504 2554176 1079104 4904308    0    0     0     0 18308 4988 26  0 74  0  0
procs -----------memory---------- ---swap-- -----io---- -system-- ------cpu-----
 r  b 交换 空闲 缓冲 缓存   si   so    bi    bo   in   cs us sy id wa st
13  0  21504 2551532 1079108 4904312    0    0     0   136 18875 5819 27  1 72  0  0
 9  4  21504 1877408 1079116 4902840    0    0    32   992 27160 33529 27  6 61  6  0
 6  4  21504 1969452 1079180 4902840    0    0     0   552 72211 116181 31 14 36 19  0
 6  4  21504 344168 1079188 4902852    0    0     0   756 24035 18987 36  7 38 18  0
 6  2  21504 1609160 1079212 4902860    0    0     0   556 22554 16485 33  7 41 20  0
 8  4  21504 341428 1079264 4903504    0    0     0  1008 23953 19113 34  6 41 18  0
 6  4  21504 357820 1079296 4902876    0    0    16  1152 24516 20155 38  3 40 19  0
 8  4  21504 362348 1079352 4903132    0    0     0  1164 23665 17380 43  5 33 19  0
 7  4  21504 926604 1079412 4903468    0    0     0   980 23261 17804 42  4 35 18  0
 8  3  21504 827168 1079500 4903140    0    0     0   932 24069 18712 30 13 39 18  0
 6  4  21504 1157404 1079556 4903144    0    0     0   592 22790 16854 28 12 41 19  0
 6  4  21504 963588 1079636 4903148    0    0     0   892 23514 18127 33  9 40 19  0
 6  4  21504 309840 1079748 4903464    0    0     0   948 23935 18547 38  4 40 18  0
 6  4 480768 949956 1079816 4902952    0 459516     0 460252 24952 13011 32  7 41 19  0
 6  4 526900 898572 1079860 4903388    0 589060     0 589968 26485 13748 30  9 40 20  0
 6  4  22272 984120 1079924 4902868    0    0     0   948 24322 18722 33 10 39 19  0
 6  4  22272 1212120 1079940 4903000    0    0     0   564 22855 17038 33  7 42 18  0
 6  1  22272 355668 1080040 4903648    0    0     0  1000 23682 18752 33  8 42 18  0
 9  4  22272 1258252 1080164 4903008    0    0     0   896 24400 18818 33  9 39 18  0
 8  4  22272 352492 1080228 4903024    0    0     0   660 22600 16443 35  5 42 18  0
 6  4  22272 783880 1080352 4903000    0    0     0   960 23960 18935 35  5 42 18  0
procs -----------memory---------- ---swap-- -----io---- -system-- ------cpu-----
 r  b 交换 空闲 缓冲 缓存   si   so    bi    bo   in   cs us sy id wa st
 7  3  22272 673252 1080488 4903368    0    0     0  1612 23852 18263 35  7 39 18  0
 6  4  22272 2447192 1080540 4903044    0    0     0   580 22613 16700 35  4 41 19  0
 7  4  22272 746528 1080644 4903364    0    0     0  1708 23963 19304 31 11 41 18  0
 7  4  22272 1379772 1080712 4902728    0    0     0   988 24292 19438 38 10 35 17  0
 6  4 258304 578636 1080712 4903060    0 236152     0 236764 23820 14885 33  6 42 19  0
 6  4 1037568 498416 1080724 4903056    0 779280     0 780156 27716 12641 27 12 40 21  0
 6  4  22272 1273724 1080728 4903164    0 33144     0 33724 22770 16117 33  7 41 19  0
 6  4  22272 529612 1080728 4903168    0    0     0   920 24231 18657 38  4 40 18  0
 6  4  22272 1272224 1080728 4903148    0    0     0   932 23685 18575 37  3 40 19  0
 6  4  22272 391748 1080732 4903148    0    0     0   560 22603 16338 36  4 41 19  0
 8  4  22272 390204 1080736 4903156    0    0     0   872 24568 19393 41  1 40 18  0
 7  4  22272 392436 1080760 4903164    0    0     0   956 23805 18878 39  2 41 19  0
 6  4  22272 628904 1080760 4903168    0    0     0   556 22610 16645 38  1 42 18  0
 6  4  22272 538096 1080760 4903828    0    0     0  1020 24412 19191 38  5 39 18  0
 6  4  22272 545264 1080760 4902860    0    0     0  1004 23473 18149 39  1 41 19  0
 6  4  22272 551464 1080760 4903188    0    0     0   592 22574 16426 38  1 42 18  0
 6  4  22272 1465512 1080760 4902868    0    0     0   960 24318 18769 39  4 41 17  0
 6  4  22272 784476 1080760 4902876    0    0     0   980 23451 18456 37  4 39 20  0
 6  4  22272 675204 1080760 4903204    0    0     0   548 22509 16145 38  2 41 20  0
 6  4 247296 691388 1080780 4903524    0 225296     0 226460 25500 17190 39  4 39 18  0
 6  4 1008384 703516 1080784 4902896    0 760940     0 761852 27293 12203 32  7 40 20  0
procs -----------memory---------- ---swap-- -----io---- -system-- ------cpu-----
 r  b 交换 空闲 缓冲 缓存   si   so    bi    bo   in   cs us sy id wa st
 6  3  22272 1135972 1080784 4903276    0 62340     0 62936 22849 16226 32  7 41 19  0
 8  3  22272 689120 1080784 4903280    0    0     0   892 23650 18791 40  3 40 18  0
 6  4  22272 1078156 1080784 4903608    0    0     0   932 23906 18411 36  5 40 18  0
 6  4  22272 665060 1080784 4903292    0    0     0   588 22743 16597 38  2 41 18  0
14  1  22272 657668 1080812 4903284    0    0     0   952 23859 18603 41  2 42 16  0
10  4  22272 641996 1080828 4902972    0    0     8  1552 25393 22227 41  2 41 17  0
 7  4  22272 510004 1080828 4903448    0    0     0   548 23698 19396 43  4 35 18  0
16  4  22272 550008 1080828 4903452    0    0     0  1432 23736 18969 40  2 40 18  0
 7  4  22272 556020 1080916 4903704    0    0     0   956 24006 18488 42  2 40 17  0
 6  4  22272 557748 1081004 4903460    0    0     0   572 22727 16791 39  1 42 18  0
17  2  22272 552432 1081068 4903444    0    0     0   948 23581 18326 40  2 41 18  0
 6  4 519936 706600 1081068 4903364    0 497664     0 498368 25754 13020 36  6 40 18  0
 6  4 474624 1302932 1081084 4903516    0 550912     0 551860 26118 13388 33  8 40 19  0
14  4  22784 2540632 1081084 4903780    0    0     0   928 23566 18305 35  6 41 18  0
 6  4  22784 2169860 1081084 4903460    0    0     0   660 23186 16769 39  2 41 18  0
10  3  22784 1772104 1081088 4907944    0    0     4  1660 23378 18095 38  3 40 20  0
18  3  22784 1236624 1081088 4907960    0    0     0   964 23512 18389 42  4 36 18  0
 7  4  22784 886708 1081088 4903416    0    0     0   600 23289 17045 39  3 41 18  0
 7  4  22784 539028 1081088 4903744    0    0     0   952 23193 17680 38  2 42 18  0
 2  0  22784 550272 1081088 4903432    0    0     0   360 18882 14043 31  1 56 12  0
 3  0  22784 552396 1081088 4903436    0    0     0     0 5351 4791 13  0 87  0  0
procs -----------memory---------- ---swap-- -----io---- -system-- ------cpu-----
 r  b 交换 空闲 缓冲 缓存   si   so    bi    bo   in   cs us sy id wa st
 2  0  22784 548252 1081088 4903444    0    0     0     0 5581 4763 13  0 87  0  0
 0  0  22784 2639180 1081088 4903448    0    0     0     0 5220 4779 11  1 88  0  0
 4  0  22784 2636804 1081088 4903440    0    0     0    32 40718 64192 24  3 73  0  0
 5  0  22784 2658352 1081088 4903440    0    0     0   328 49653 68279 27  3 70  0  0
 5  0  22784 2659308 1081088 4903444    0    0     0     0 19982 8156 30  2 68  0  0
 4  0  22784 2669480 1081088 4903448    0    0     0     0 18411 4673 26  0 74  0  0
 4  0  22784 2673496 1081088 4903456    0    0     0     0 19944 6452 28  1 72  0  0
 4  0  22784 2672488 1081088 4903460    0    0     0   384 19454 6605 26  1 73  0  0
 4  0  22784 2673948 1081088 4903468    0    0     0     4 18545 4687 26  0 74  0  0
 4  0  22784 2675576 1081088 4903476    0    0     0    72 19715 6310 28  1 70  0  0
 4  0  22784 2676512 1081088 4903480    0    0     0     0 19492 6802 26  0 74  0  0
 4  0  22784 2677972 1081088 4903484    0    0     0     0 18563 4575 26  0 74  0  0
 4  0  22784 2669092 1081088 4903492    0    0     0    72 19625 6427 28  1 71  0  0
 4  0  22784 2683648 1081088 4903504    0    0     0     0 19249 6270 26  1 73  0  0
 4  0  22784 2690852 1081088 4903508    0    0     0    64 18682 4912 26  0 74  0  0
 4  0  22784 2690652 1081088 4903512    0    0     0     0 20074 6582 28  1 72  0  0
 4  0  22784 2688612 1081088 4903520    0    0     0     0 18916 5623 26  0 74  0  0
 4  0  22784 2689612 1081088 4903524    0    0     0    88 18767 5257 26  0 74  0  0
 4  0  22784 2685564 1081088 4903532    0    0     0     0 19376 5757 28  1 72  0  0
 4  0  22784 2680320 1081088 4903540    0    0     0    64 18853 5913 26  1 74  0  0
 4  0  22784 2684292 1081088 4903544    0    0     0     0 18554 4812 26  0 74  0  0
procs -----------memory---------- ---swap-- -----io---- -system-- ------cpu-----
 r  b 交换 空闲 缓冲 缓存   si   so    bi    bo   in   cs us sy id wa st
 5  0  22784 2678232 1081088 4903552    0    0     0     0 19725 6351 28  1 72  0  0
 4  0  22784 2691264 1081088 4903556    0    0     0    76 19335 6301 26  1 73  0  0
 4  0  22784 2690232 1081088 4903560    0    0     0     0 18525 4892 26  0 74  0  0
 4  0  22784 2692068 1081088 4903632    0    0     0     8 19810 6512 28  1 72  0  0
 4  0  22784 2695344 1081088 4903636    0    0     0    48 18924 5942 26  1 74  0  0
 4  0  22784 2699748 1081088 4903640    0    0     0     0 18440 4986 26  0 74  0  0
 4  0  22784 2688444 1081088 4903648    0    0     0    44 18927 5888 26  1 73  1  0
 4  0  22784 2692464 1081088 4903652    0    0     0     4 18876 5060 28  0 72  0  0
 4  0  22784 2681916 1081088 4903556    0    0     0    12 19043 6131 26  1 74  0  0
 4  0  22784 2681820 1081088 4903664    0    0     0     0 19416 5925 28  1 72  0  0
 5  0  22784 2681652 1081088 4903672    0    0     0    52 18396 4829 26  0 74  0  0
 4  0  22784 2691436 1081088 4903680    0    0     0    40 19039 6368 26  1 73  0  0
 4  0  22784 2697224 1081088 4903684    0    0     0    28 19756 6447 28  1 72  0  0
 4  0  22784 2695800 1081088 4903692    0    0     0     8 18437 5090 26  0 74  0  0
 4  0  22784 2687772 1081088 4903700    0    0     0     0 18977 5954 26  1 73  0  0
 4  0  22784 2685748 1081088 4903708    0    0     0    52 19860 6461 28  1 72  0  0
 5  0  22784 2686244 1081088 4903712    0    0     0   196 18754 4643 26  0 74  0  0
 4  0  22784 2682640 1081088 4903716    0    0     0     0 18914 5858 26  0 74  0  0
 4  0  22784 2684016 1081088 4903724    0    0     0     8 19500 6259 28  1 72  0  0
 4  0  22784 2684868 1081088 4903728    0    0     0     0 18669 4949 26  0 74  0  0
 4  0  22784 2697684 1081088 4903732    0    0     0    48 19266 6249 26  1 73  0  0
procs -----------memory---------- ---swap-- -----io---- -system-- ------cpu-----
 r  b 交换 空闲 缓冲 缓存   si   so    bi    bo   in   cs us sy id wa st
 4  0  22784 2695744 1081088 4903740    0    0     0    76 20005 6963 28  1 71  0  0
 4  0  22784 2696152 1081088 4903748    0    0     0     0 18724 4950 26  0 74  0  0
 5  0  22784 2818184 1081088 4903772    0    0     0   116 19899 6105 27  1 72  0  0
 5  0  22784 2827136 1081088 4903896    0    0     0     0 19687 6410 32  2 65  0  0
 4  0  22784 2823968 1081088 4903900    0    0     0   532 18569 5129 28  1 71  0  0
 4  0  22784 2821060 1081088 4903908    0    0     0   164 18856 5670 26  1 73  0  0
 4  0  22784 2835880 1081088 4903916    0    0     0     0 19895 6604 28  1 72  0  0
 5  0  22784 2825304 1081088 4903924    0    0     0   264 18746 5388 27  1 72  0  0
 4  0  22784 2816708 1081088 4903816    0    0     0   104 19119 5930 29  2 69  0  0
 4  0  22784 2812824 1081088 4903820    0    0     0     0 19414 6047 28  1 72  0  0
 4  0  22784 2821956 1081088 4903824    0    0     0   240 18567 4965 26  0 74  0  0
 4  0  22784 2822472 1081088 4903832    0    0     0   160 18862 5876 26  1 73  0  0
 4  0  22784 2828140 1081088 4905948    0    0     0     0 18365 4771 26  0 74  0  0
 4  0  22784 2815700 1081088 4905956    0    0     0     8 19732 6475 28  1 71  0  0
 4  0  22784 2830176 1081088 4903780    0    0     0    64 19079 6343 26  1 73  0  0
 4  0  22784 2831164 1081088 4903788    0    0     0    60 18519 4649 26  0 74  0  0
 4  0  22784 2832472 1081088 4903796    0    0     0    16 19482 5806 28  1 72  0  0
 4  0  22784 2833668 1081088 4903800    0    0     0     8 18849 5826 26  0 74  0  0
 4  0  22784 2838496 1081088 4903804    0    0     0     8 18369 4940 26  0 74  0  0
 4  0  22784 2838916 1081088 4903812    0    0     0    32 19767 6322 28  1 72  0  0
 4  0  22784 259800 1081088 4903832    0    0    12    52 44633 60764  7 12 81  0  0
procs -----------memory---------- ---swap-- -----io---- -system-- ------cpu-----
 r  b 交换 空闲 缓冲 缓存   si   so    bi    bo   in   cs us sy id wa st
 0  0  22784 257484 1081088 4903836    0    0     0    48 49887 68592  1  3 97  0  0
 0  0  22784 241976 1081088 4903844    0    0     0     0 20624 8720  2  1 97  0  0
 0  0  22784 246896 1081088 4903856    0    0     0    12 18427 5071  0  0 99  0  0
 0  0  22784 245108 1081088 4903864    0    0     0     0 18980 5732  1  1 99  0  0
 0  0  22784 243508 1081088 4903868    0    0     0   296 19915 7058  2  1 97  0  0
 0  0  22784 249408 1081088 4903872    0    0     0    56 18472 5176  1  0 99  0  0
 0  0  22784 246696 1081088 4903880    0    0     0     0 19223 6676  1  1 98  0  0
 0  0  22784 266824 1081088 4903884    0    0     0     8 20332 7226  2  1 97  0  0
 0  0  22784 269276 1081088 4903888    0    0     0     0 18420 5075  0  0 99  0  0
 0  0  22784 270392 1081088 4903896    0    0     0    56 19386 7062  1  1 99  0  0
 0  0  22784 266160 1081088 4903900    0    0     0    92 19596 6457  2  1 97  0  0
 0  0  22784 272232 1081088 4903904    0    0     0    60 18458 4753  0  0 99  0  0
 0  0  22784 265576 1081088 4903912    0    0     0    12 19063 6462  1  1 99  0  0
 0  0  22784 265408 1081088 4903920    0    0     0     0 19524 6490  2  1 97  0  0
 0  0  22784 268840 1081088 4904028    0    0     0    60 18735 5521  0  0 99  0  0
 0  0  22784 280396 1081088 4903928    0    0     0     0 19230 6612  1  1 99  0  0
 0  0  22784 277936 1081088 4903936    0    0     0   100 20369 7507  2  1 97  0  0
 0  0  22784 280028 1081088 4904044    0    0     0     8 18432 4922  0  0 99  0  0
 1  0  22784 274860 1081088 4903948    0    0     0     0 18718 5554  0  1 99  0  0
 0  0  22784 274960 1081088 4903956    0    0     0     0 19767 6901  2  1 97  0  0
 0  0  22784 275432 1081088 4903964    0    0     0     0 18404 5028  0  0 99  0  0
procs -----------memory---------- ---swap-- -----io---- -system-- ------cpu-----
 r  b 交换 空闲 缓冲 缓存   si   so    bi    bo   in   cs us sy id wa st
 0  0  22784 272188 1081088 4904036    0    0     0    80 19059 6165  1  1 98  0  0
 0  0  22784 281672 1081088 4904040    0    0     0    64 19777 6992  2  1 97  0  0
 0  0  22784 285768 1081088 4904148    0    0     0     0 18454 5090  0  0 99  0  0
 0  0  22784 279624 1081088 4904056    0    0     0     8 19137 6537  1  1 99  0  0
 0  0  22784 279880 1081088 4904060    0    0     0     0 18294 4462  0  0 99  0  0
 0  0  22784 278408 1081088 4904064    0    0     0    72 20015 7116  2  1 97  0  0
 0  0  22784 268836 1081088 4904072    0    0     0    60 18888 5945  1  1 99  0  0
 0  0  22784 264744 1081088 4904180    0    0     0     0 18389 4945  1  0 99  0  0
 0  0  22784 262032 1081088 4904080    0    0     0     4 19868 6276  2  1 97  0  0
 0  0  22784 272120 1081088 4904088    0    0     0     0 19120 6602  1  1 99  0  0
 0  0  22784 269152 1081088 4904092    0    0     0   128 18414 4677  0  0 99  0  0
 0  0  22784 265808 1081088 4904100    0    0     0     0 19682 6616  2  1 97  0  0
 0  0  22784 263404 1081088 4904108    0    0     0    60 19039 6344  1  1 99  0  0
 0  0  22784 262908 1081088 4904008    0    0     0   184 18502 5136  0  0 99  0  0
 0  0  22784 263464 1081088 4904148    0    0    28     4 19882 6920  2  1 97  0  0
 0  0  22784 260136 1081088 4904152    0    0     0     0 19035 6263  1  1 99  0  0
 1  0  22784 241956 1081088 4904188    0    0     0   248 18934 6370  2  2 96  0  0
 1  0  23296 203876 1081088 4802724    0  344     0   604 20140 7740  7  3 91  0  0
 0  0  23296 204448 1081088 4802728    0    0     0    96 18839 6148  2  1 97  0  0
 0  0  23296 202708 1081088 4802732    0    0     0   420 18706 5447  1  0 99  0  0
 2  0  23296 236792 1028104 4755248    0    0     0     0 34974 36803  3  2 95  0  0
procs -----------memory---------- ---swap-- -----io---- -system-- ------cpu-----
 r  b 交换 空闲 缓冲 缓存   si   so    bi    bo   in   cs us sy id wa st
 2  0  23808 266228 1013488 4665640    0  620     0   912 58135 84950  4  4 92  0  0
 0  0  23808 256344 1013492 4665616    0    0     4   452 44815 57609  2  2 96  0  0
 1  0  23808 234164 1013496 4665688    0    0     4   204 62878 94134  3  3 94  0  0
 2  0  23808 225984 1013496 4665700    0    0     0   484 53061 75800  3  3 94  0  0
 0  0  23808 254084 1013496 4665704    0    0     0    88 75057 119379  4  4 92  0  0
 3  0  23808 407824 1013496 4665592    0    0     0   204 64404 96229  5  5 90  0  0
 2  0  23808 399304 1013496 4665600    0    0     0   572 39526 47304  7  4 90  0  0
 0  0  23808 410084 1013496 4665608    0    0     0   128 63575 96032  2  3 95  0  0
 1  0  23808 412592 1013504 4665616    0    0     8   436 28004 22894  2  1 97  0  0
 0  0  23808 412624 1013504 4667732    0    0     0     0 69863 109075  1  3 96  0  0
 0  0  23808 406628 1013504 4667736    0    0     0     0 26609 21363  1  1 98  0  0
 0  0  23808 410500 1013504 4665568    0    0     0   376 51834 71973  3  2 95  0  0
 0  0  23808 408496 1013504 4665576    0    0     0    56 68764 107041  1  3 96  0  0
 0  0  23808 416060 1013504 4665580    0    0     0    16 22479 12972  1  1 98  0  0
 0  0  23808 414208 1013504 4665588    0    0     0     8 52834 73461  3  2 95  0  0
 0  0  23808 421764 1013504 4665592    0    0     0     0 69547 108411  1  3 96  0  0
 2  0  23808 435700 1013504 4665600    0    0     0   128 23073 14607  1  1 98  0  0
 1  0  23808 2982256 1013504 4662728    0    0     0    52 38996 55248  4  4 92  0  0
 0  0  23808 2985996 1013504 4662732    0    0     0     0 54617 78663  1  2 97  0  0
 1  0  23808 2985212 1013504 4662692    0    0     0     0 24991 18482  1  1 98  0  0
 1  0  23808 2993680 1013504 4662696    0    0     0     0 69133 107762  1  3 96  0  0
procs -----------memory---------- ---swap-- -----io---- -system-- ------cpu-----
 r  b 交换 空闲 缓冲 缓存   si   so    bi    bo   in   cs us sy id wa st
 0  0  23808 2992468 1013508 4662700    0    0     0    56 23984 14952  2  1 96  0  0
